hour,day_of_week,is_weekend,access_frequency_24h,time_since_last_access_min,location_match,role_level,is_restricted_area,is_first_access_today,sequential_zone_violation,access_attempt_count,time_of_week,hour_deviation_from_norm,geographic_impossibility,distance_between_scans_km,velocity_km_per_min,zone_clearance_mismatch,department_zone_mismatch,concurrent_session_detected,label
7,4,0,1,178,1,2,0,1,0,0,103,0.667,0,0.0,0.0,0,0,0,0
11,2,0,1,196,1,1,0,1,0,0,59,0.667,0,0.0,0.0,0,0,0,0
6,0,0,2,199,1,1,0,0,0,0,6,0.667,0,0.0,0.0,0,0,0,0
10,1,0,2,116,1,1,0,0,0,0,34,0.667,0,0.0,0.0,0,0,0,0
9,3,0,4,153,1,2,0,0,0,0,81,0.0,0,0.0,0.0,0,0,0,0
10,2,0,2,10,1,1,0,0,0,0,58,0.667,0,0.0,0.0,0,0,0,0
11,3,0,3,239,1,1,0,0,0,0,83,1.333,0,0.0,0.0,1,0,0,0
10,4,0,3,206,1,1,0,0,0,0,106,0.667,0,0.0,0.0,1,0,0,0
3,0,0,10,9,0,1,1,0,1,7,3,4.0,0,0.109,0.012,1,1,0,1
8,4,0,1,192,1,1,0,1,0,0,104,0.667,0,0.0,0.0,1,0,0,0
11,1,0,2,229,1,1,0,1,0,0,35,0.0,0,0.0,0.0,0,0,0,0
6,1,0,4,157,1,2,0,0,0,0,30,1.333,0,0.0,0.0,0,0,0,0
10,3,0,2,138,1,1,0,0,0,0,82,0.667,0,0.0,0.0,0,0,0,0
6,3,0,2,219,1,2,0,1,0,1,78,2.0,0,0.0,0.0,0,0,0,0
7,0,0,2,206,1,1,0,0,0,0,7,0.667,0,0.0,0.0,0,0,0,0
8,0,0,1,215,1,1,0,1,0,0,8,0.667,0,0.0,0.0,0,0,0,0
22,2,0,9,12,0,1,1,0,1,4,70,10.0,0,0.618,0.052,1,1,0,1
13,1,0,4,215,1,1,0,0,0,0,37,1.333,0,0.0,0.0,1,0,0,0
8,0,0,5,212,1,1,0,1,0,0,8,0.0,0,0.0,0.0,0,0,0,0
7,0,0,2,117,1,2,0,1,0,0,7,1.333,0,0.0,0.0,0,0,0,0
9,2,0,5,199,1,1,0,0,1,1,57,1.333,0,0.0,0.0,0,0,0,0
6,1,0,3,79,1,2,0,0,0,0,30,1.333,0,0.0,0.0,0,0,0,0
9,1,0,1,212,1,1,0,0,0,0,33,0.667,0,0.0,0.0,1,0,0,0
7,0,0,2,136,1,2,0,0,0,0,7,0.667,0,0.0,0.0,0,0,0,0
7,4,0,4,120,1,1,0,1,0,0,103,0.667,0,0.0,0.0,0,0,0,0
8,1,0,2,164,1,1,0,0,0,0,32,0.0,0,0.0,0.0,0,0,0,0
0,5,1,15,5,0,1,1,0,1,4,120,6.0,0,1.352,0.27,1,1,0,1
6,4,0,4,37,1,1,0,0,0,0,102,1.333,0,0.0,0.0,0,0,0,0
8,4,0,5,127,1,1,0,0,0,0,104,0.0,0,0.0,0.0,0,0,0,0
17,3,0,32,1,0,1,1,0,1,10,89,6.0,1,80.101,80.101,1,1,0,1
9,3,0,2,206,1,1,0,0,0,0,81,0.0,0,0.0,0.0,0,0,0,0
8,1,0,3,142,1,1,0,1,0,0,32,0.667,0,0.0,0.0,0,0,0,0
1,4,0,13,11,0,1,1,0,1,3,97,5.333,0,2.38,0.216,1,0,0,1
8,0,0,5,179,1,1,0,1,0,0,8,0.0,0,0.0,0.0,0,0,0,0
10,4,0,2,242,1,1,0,0,0,0,106,0.667,0,0.0,0.0,1,0,0,0
9,1,0,3,139,1,1,0,1,0,0,33,1.333,0,0.0,0.0,1,0,0,0
11,0,0,5,169,1,1,0,0,0,0,11,0.0,0,0.0,0.0,0,0,0,0
8,4,0,5,130,1,2,0,1,0,0,104,0.667,0,0.0,0.0,0,0,0,0
9,0,0,1,203,1,2,0,0,0,0,9,0.667,0,0.0,0.0,0,0,0,0
8,4,0,2,143,1,1,0,0,0,0,104,0.0,0,0.0,0.0,0,0,0,0
11,3,0,3,63,1,1,0,0,0,0,83,0.0,0,0.0,0.0,0,0,0,0
7,2,0,4,76,1,1,0,0,0,0,55,0.667,0,0.0,0.0,0,0,0,0
7,4,0,1,121,1,2,0,0,0,0,103,1.333,0,0.0,0.0,0,0,0,0
19,6,1,3,159,1,3,0,0,0,0,163,1.333,0,0.0,0.0,0,0,0,0
10,2,0,4,115,1,2,0,0,0,0,58,1.333,0,0.0,0.0,0,0,0,0
9,3,0,1,191,1,2,0,1,0,1,81,0.0,0,0.0,0.0,0,0,0,0
9,2,0,3,155,1,1,0,0,0,1,57,0.667,0,0.0,0.0,0,0,0,0
8,3,0,3,136,1,2,0,0,1,0,80,0.667,0,0.0,0.0,0,0,0,0
6,4,0,3,144,1,1,0,0,0,0,102,1.333,0,0.0,0.0,0,0,0,0
6,1,0,5,242,1,1,0,0,0,0,30,2.0,0,0.0,0.0,0,0,0,0
10,0,0,4,99,1,1,0,1,0,0,10,0.667,0,0.0,0.0,0,0,0,0
8,1,0,4,162,1,1,0,0,0,0,32,2.0,0,0.0,0.0,1,1,0,0
2,1,0,10,13,0,1,1,0,1,3,26,4.0,0,0.35,0.027,1,1,0,1
11,4,0,2,84,1,1,0,1,0,0,107,0.667,0,0.0,0.0,0,0,0,0
6,2,0,3,16,1,1,0,0,0,0,54,1.333,0,0.0,0.0,0,0,0,0
10,0,0,5,151,1,1,0,0,0,0,10,0.667,0,0.0,0.0,0,0,0,0
9,1,0,3,190,1,1,0,0,0,0,33,1.333,0,0.0,0.0,0,0,0,0
6,2,0,2,61,1,1,0,0,0,0,54,0.667,0,0.0,0.0,0,0,0,0
23,2,0,10,6,0,1,1,0,1,4,71,8.667,0,0.101,0.017,1,1,0,1
6,4,0,3,305,1,1,0,0,0,0,102,0.667,0,0.0,0.0,0,0,0,0
6,1,0,3,82,1,1,0,0,0,0,30,2.667,0,0.0,0.0,1,0,0,0
10,1,0,3,209,1,1,0,1,0,0,34,0.667,0,0.0,0.0,0,0,0,0
7,4,0,3,131,1,2,0,1,0,0,103,1.333,0,0.0,0.0,0,0,0,0
6,0,0,2,171,1,1,0,0,0,0,6,1.333,0,0.0,0.0,0,0,0,0
10,0,0,2,131,1,1,0,0,0,0,10,0.0,0,0.0,0.0,0,0,0,0
11,1,0,1,200,1,1,0,1,0,0,35,0.0,0,0.0,0.0,0,0,0,0
7,1,0,1,94,1,1,0,0,0,0,31,1.333,0,0.0,0.0,0,0,0,0
6,0,0,1,130,1,1,0,1,0,0,6,0.667,0,0.0,0.0,0,0,0,0
8,3,0,4,175,1,1,0,1,0,0,80,0.0,0,0.0,0.0,0,0,0,0
9,3,0,2,138,1,2,0,0,0,0,81,0.0,0,0.0,0.0,0,0,0,0
7,4,0,3,152,1,1,0,0,0,0,103,0.0,0,0.0,0.0,0,0,0,0
10,3,0,2,113,1,2,0,1,0,0,82,0.667,0,0.0,0.0,0,0,0,0
14,3,0,1,183,1,3,0,0,0,0,86,0.667,0,0.0,0.0,0,0,0,0
7,3,0,4,161,1,2,0,0,0,0,79,1.333,0,0.0,0.0,0,0,0,0
9,1,0,2,233,1,1,0,0,0,0,33,1.333,0,0.0,0.0,0,0,0,0
8,4,0,3,297,1,1,0,0,0,0,104,2.0,0,0.0,0.0,0,0,0,0
8,1,0,2,130,1,1,0,0,0,0,32,0.667,0,0.0,0.0,0,0,0,0
6,2,0,2,185,1,2,0,1,0,0,54,1.333,0,0.0,0.0,0,0,0,0
12,2,0,4,66,1,2,1,0,0,0,60,2.0,0,0.0,0.0,0,0,0,0
10,1,0,1,159,1,1,0,0,0,0,34,0.667,0,0.0,0.0,0,0,0,0
6,1,0,4,170,1,1,0,0,0,0,30,2.0,0,0.0,0.0,0,0,0,0
16,3,0,3,151,1,3,0,0,0,0,88,0.667,0,0.0,0.0,0,0,0,0
13,4,0,2,218,1,3,0,0,1,0,109,0.667,0,0.0,0.0,0,0,0,0
10,4,0,4,174,1,1,0,0,0,0,106,0.0,0,0.0,0.0,0,0,0,0
9,3,0,3,118,1,3,0,0,0,0,81,0.667,0,0.0,0.0,0,0,0,0
7,0,0,2,82,1,1,0,0,0,0,7,2.0,0,0.0,0.0,0,0,0,0
9,0,0,4,82,1,1,0,0,0,0,9,0.667,0,0.0,0.0,0,0,0,0
8,4,0,3,131,1,2,0,0,0,0,104,0.0,0,0.0,0.0,0,0,0,0
7,1,0,3,118,1,2,1,0,0,0,31,1.333,0,0.0,0.0,0,0,0,0
10,0,0,2,200,1,1,0,0,0,0,10,0.0,0,0.0,0.0,0,0,0,0
9,3,0,1,241,1,1,0,1,0,0,81,0.667,0,0.0,0.0,0,0,0,0
9,4,0,4,46,1,1,0,1,0,0,105,0.667,0,0.0,0.0,0,0,0,0
9,4,0,4,123,1,1,0,0,0,0,105,0.667,0,0.0,0.0,1,0,0,0
8,4,0,5,86,1,2,0,0,0,0,104,0.0,0,0.0,0.0,0,0,0,0
8,1,0,2,120,1,1,0,0,0,0,32,0.667,0,0.0,0.0,1,0,0,0
10,3,0,3,234,1,1,0,0,0,0,82,0.0,0,0.0,0.0,1,0,0,0
7,3,0,2,88,1,1,0,0,0,0,79,1.333,0,0.0,0.0,1,0,0,0
12,6,1,3,126,1,3,0,1,0,0,156,1.333,0,0.0,0.0,0,0,0,0
10,1,0,2,194,1,1,0,0,0,0,34,0.667,0,0.0,0.0,1,0,0,0
15,2,0,25,2,0,1,1,0,1,10,63,4.667,1,89.666,44.833,1,1,1,1
9,2,0,1,75,1,2,0,0,0,0,57,0.0,0,0.0,0.0,0,0,0,0
7,2,0,2,115,1,2,0,1,0,0,55,0.667,0,0.0,0.0,0,0,0,0
7,0,0,2,96,1,1,0,0,0,0,7,0.667,0,0.0,0.0,0,0,0,0
10,4,0,4,191,1,1,0,0,0,0,106,0.0,0,0.0,0.0,1,0,0,0
9,2,0,2,172,1,1,0,1,0,0,57,0.667,0,0.0,0.0,1,0,0,0
10,2,0,1,206,1,1,0,0,0,0,58,0.667,0,0.0,0.0,1,0,0,0
10,0,0,3,139,1,1,0,0,0,0,10,0.667,0,0.0,0.0,0,0,0,0
9,4,0,2,195,1,1,0,0,0,0,105,0.667,0,0.0,0.0,0,0,0,0
11,5,1,4,157,1,3,0,1,0,0,131,2.0,0,0.0,0.0,0,0,0,0
6,2,0,1,182,1,1,0,1,0,0,54,0.667,0,0.0,0.0,0,0,0,0
7,2,0,3,190,1,1,0,0,0,0,55,0.667,0,0.0,0.0,0,0,0,0
11,2,0,4,14,1,1,0,0,0,0,59,0.667,0,0.0,0.0,0,0,0,0
8,2,0,2,143,1,2,0,1,0,0,56,0.667,0,0.0,0.0,0,0,0,0
9,1,0,3,184,1,1,0,1,0,0,33,1.333,0,0.0,0.0,1,0,0,0
7,3,0,2,167,1,2,0,0,0,0,79,0.667,0,0.0,0.0,0,0,0,0
9,4,0,3,73,1,1,0,1,0,0,105,1.333,0,0.0,0.0,1,0,0,0
13,2,0,5,76,1,3,0,1,0,0,61,2.0,0,0.0,0.0,0,0,0,0
10,1,0,4,120,1,1,0,0,0,0,34,0.0,0,0.0,0.0,0,0,0,0
9,2,0,1,164,1,1,0,0,0,0,57,0.0,0,0.0,0.0,0,0,0,0
8,2,0,4,110,1,2,0,0,0,0,56,0.667,0,0.0,0.0,0,0,0,0
9,3,0,1,76,1,1,0,0,0,0,81,0.0,0,0.0,0.0,0,0,0,0
7,2,0,1,238,1,2,0,1,0,0,55,1.333,0,0.0,0.0,0,0,0,0
18,0,0,2,83,1,3,0,1,0,0,18,0.667,0,0.0,0.0,0,0,0,0
6,2,0,1,100,1,2,0,0,0,0,54,1.333,0,0.0,0.0,0,0,0,0
10,1,0,2,84,1,2,0,0,0,0,34,1.333,0,0.0,0.0,0,0,0,0
10,1,0,4,265,1,1,0,0,0,0,34,0.667,0,0.0,0.0,0,0,0,0
10,3,0,2,72,1,2,0,1,0,0,82,0.667,0,0.0,0.0,0,0,0,0
9,2,0,3,167,1,1,0,0,0,0,57,1.333,0,0.0,0.0,1,0,0,0
10,4,0,3,180,1,2,0,0,0,0,106,1.333,0,0.0,0.0,0,0,0,0
6,2,0,4,119,1,1,0,0,1,0,54,2.0,0,0.0,0.0,0,0,0,0
9,0,0,1,115,1,1,0,0,0,0,9,0.0,0,0.0,0.0,0,0,0,0
13,5,1,2,194,1,3,0,0,0,0,133,0.0,0,0.0,0.0,0,0,0,0
11,1,0,3,134,1,2,0,0,0,1,35,1.333,0,0.0,0.0,0,0,0,0
6,4,0,3,164,1,2,0,0,0,0,102,2.0,0,0.0,0.0,0,0,0,0
7,1,0,3,180,1,1,0,1,0,0,31,0.0,0,0.0,0.0,0,0,0,0
11,1,0,2,106,1,1,0,1,0,0,35,0.0,0,0.0,0.0,0,0,0,0
8,3,0,1,112,1,1,0,0,0,0,80,0.667,0,0.0,0.0,1,0,0,0
6,2,0,3,199,1,2,0,1,0,0,54,1.333,0,0.0,0.0,0,0,0,0
6,0,0,3,225,1,2,0,0,0,0,6,1.333,0,0.0,0.0,0,0,0,0
9,1,0,3,214,1,1,0,0,0,0,33,0.667,0,0.0,0.0,0,0,0,0
6,4,0,4,249,1,2,0,0,0,0,102,1.333,0,0.0,0.0,0,0,0,0
7,3,0,2,166,1,1,0,1,0,0,79,0.667,0,0.0,0.0,0,0,0,0
11,4,0,6,99,0,1,1,1,1,2,107,3.0,0,0.137,0.001,1,1,0,1
9,4,0,4,157,1,1,0,1,0,0,105,0.667,0,0.0,0.0,0,0,0,0
7,3,0,3,157,1,1,0,0,0,0,79,0.0,0,0.0,0.0,0,0,0,0
6,4,0,3,153,1,2,0,0,0,0,102,1.333,0,0.0,0.0,0,0,0,0
9,3,0,4,172,1,2,0,0,1,0,81,0.667,0,0.0,0.0,0,0,0,0
9,0,0,3,208,1,1,0,0,0,0,9,0.667,0,0.0,0.0,0,0,0,0
7,3,0,3,116,1,1,0,1,0,0,79,1.333,0,0.0,0.0,0,0,0,0
6,4,0,3,273,1,2,0,1,0,0,102,1.333,0,0.0,0.0,0,0,0,0
9,4,0,3,117,1,1,0,0,0,1,105,1.333,0,0.0,0.0,1,0,0,0
7,4,0,3,154,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
15,2,0,2,103,1,3,1,0,0,0,63,1.333,0,0.0,0.0,0,0,0,0
7,0,0,1,14,1,1,0,0,0,1,7,2.667,0,0.0,0.0,0,0,0,0
7,0,0,1,76,1,1,0,0,0,0,7,1.333,0,0.0,0.0,1,0,0,0
7,1,0,2,29,1,2,0,0,0,0,31,1.333,0,0.0,0.0,0,0,0,0
13,6,1,3,100,1,3,0,1,0,0,157,0.0,0,0.0,0.0,0,0,0,0
16,4,0,3,223,1,3,0,1,0,0,112,0.667,0,0.0,0.0,0,0,0,0
12,0,0,3,162,1,2,0,0,0,0,12,2.0,0,0.0,0.0,0,0,0,0
7,1,0,3,224,1,1,0,1,0,0,31,1.333,0,0.0,0.0,0,0,0,0
12,2,0,28,1,0,1,1,0,1,4,60,3.0,0,0.205,0.205,0,1,0,1
9,4,0,1,240,1,2,0,1,0,0,105,0.667,0,0.0,0.0,0,0,0,0
10,1,0,2,170,1,1,0,0,0,0,34,0.667,0,0.0,0.0,0,0,0,0
7,1,0,2,97,1,2,0,0,0,0,31,0.667,0,0.0,0.0,0,0,0,0
7,2,0,2,177,1,1,0,0,0,0,55,0.667,0,0.0,0.0,0,0,0,0
6,1,0,2,222,1,1,0,0,0,0,30,0.667,0,0.0,0.0,0,0,0,0
10,0,0,2,224,1,1,0,0,0,0,10,0.0,0,0.0,0.0,0,0,0,0
6,2,0,2,98,1,2,0,1,0,1,54,1.333,0,0.0,0.0,0,0,0,0
12,3,0,2,174,1,1,0,0,0,0,84,1.333,0,0.0,0.0,0,0,0,0
6,1,0,4,93,1,2,0,0,0,0,30,1.333,0,0.0,0.0,0,0,0,0
16,2,0,4,139,1,3,0,0,0,0,64,0.667,0,0.0,0.0,0,0,0,0
10,0,0,2,110,1,1,0,0,0,0,10,0.0,0,0.0,0.0,0,1,0,0
7,3,0,4,133,1,1,0,0,0,0,79,0.0,0,0.0,0.0,0,0,0,0
8,0,0,1,158,1,1,0,0,0,0,8,0.0,0,0.5,0.003,0,0,0,0
10,3,0,4,214,1,1,0,0,0,0,82,0.0,0,0.0,0.0,0,0,0,0
11,2,0,3,89,0,1,1,0,1,5,59,3.0,0,0.239,0.003,1,1,0,1
12,6,1,3,221,1,3,0,0,0,0,156,0.667,0,0.0,0.0,0,0,0,0
9,3,0,4,190,1,2,0,0,0,0,81,0.0,0,0.0,0.0,0,0,0,0
10,4,0,1,264,1,2,0,0,0,0,106,0.667,0,0.0,0.0,0,0,0,0
10,4,0,3,233,1,1,0,0,0,0,106,0.667,0,0.0,0.0,0,0,0,0
10,3,0,1,200,1,1,0,0,0,0,82,0.0,0,0.0,0.0,1,0,0,0
1,1,0,7,19,0,1,1,0,1,4,25,6.0,0,0.276,0.015,1,1,0,1
8,1,0,4,130,1,2,0,0,0,0,32,0.667,0,0.0,0.0,0,0,0,0
8,3,0,2,85,1,1,0,0,0,0,80,0.0,0,0.0,0.0,0,0,0,0
7,4,0,3,283,1,1,0,0,0,0,103,0.0,0,0.0,0.0,0,1,0,0
8,2,0,2,69,1,1,0,0,0,0,56,0.0,0,0.0,0.0,0,0,0,0
8,1,0,1,121,1,2,0,0,0,0,32,0.0,0,0.0,0.0,0,0,0,0
9,1,0,4,130,1,1,0,0,0,0,33,0.667,0,0.0,0.0,1,0,0,0
13,5,1,2,58,1,3,0,0,0,0,133,0.667,0,0.0,0.0,0,0,0,0
12,1,0,2,155,1,1,0,0,0,0,36,0.667,0,0.0,0.0,0,0,0,0
9,2,0,4,138,1,1,0,1,0,1,57,1.333,0,0.0,0.0,0,0,0,0
7,4,0,3,74,1,2,0,0,0,0,103,1.333,0,0.0,0.0,0,0,0,0
8,0,0,1,62,1,1,0,0,0,0,8,0.667,0,0.0,0.0,1,0,0,0
9,2,0,2,120,1,2,1,0,0,0,57,0.667,0,0.0,0.0,0,0,0,0
8,1,0,1,266,1,1,0,1,0,0,32,2.0,0,0.0,0.0,1,0,0,0
11,1,0,2,126,1,1,0,0,0,0,35,0.0,0,0.0,0.0,0,0,0,0
13,3,0,4,155,1,1,0,0,0,0,85,1.333,0,0.0,0.0,1,0,0,0
6,1,0,4,231,1,1,0,0,0,0,30,0.667,0,0.0,0.0,0,0,0,0
9,3,0,5,195,1,2,0,1,0,0,81,0.667,0,0.0,0.0,0,0,0,0
9,2,0,3,191,1,1,0,0,0,0,57,0.667,0,0.0,0.0,1,0,0,0
12,3,0,1,126,1,1,0,0,0,0,84,0.667,0,0.0,0.0,1,0,0,0
10,0,0,1,192,1,1,0,1,0,0,10,0.667,0,0.0,0.0,1,0,0,0
8,0,0,3,74,1,1,0,0,0,0,8,1.333,0,0.0,0.0,0,0,0,0
21,3,0,17,4,0,1,1,0,1,2,93,7.333,0,0.889,0.222,0,1,0,1
11,1,0,2,167,1,1,0,0,0,0,35,0.0,0,0.0,0.0,0,0,0,0
15,3,0,4,10,1,1,0,0,0,0,87,2.667,0,0.0,0.0,1,0,0,0
10,0,0,2,217,1,1,0,0,0,0,10,0.0,0,0.0,0.0,1,0,0,0
8,0,0,1,109,1,2,0,0,0,0,8,0.667,0,0.0,0.0,0,0,0,0
6,2,0,4,178,1,1,0,0,0,0,54,1.333,0,0.0,0.0,0,0,0,0
7,0,0,6,237,1,1,0,1,0,0,7,0.0,0,0.0,0.0,1,0,0,0
11,2,0,3,152,1,2,0,0,0,0,59,1.333,0,0.0,0.0,0,0,0,0
11,1,0,1,230,1,2,0,1,0,0,35,1.333,0,0.0,0.0,0,0,0,0
12,3,0,18,2,0,1,1,0,1,8,84,3.0,1,75.302,37.651,1,0,1,1
7,2,0,2,182,1,1,0,0,0,0,55,0.667,0,0.0,0.0,0,0,0,0
6,2,0,3,57,1,1,0,0,0,0,54,0.667,0,0.0,0.0,0,0,0,0
10,0,0,3,145,1,1,0,1,0,0,10,0.0,0,0.0,0.0,0,0,0,0
17,2,0,3,130,1,3,0,1,0,0,65,0.667,0,0.0,0.0,0,0,0,0
8,3,0,3,145,1,1,0,1,0,0,80,0.0,0,0.0,0.0,0,0,0,0
8,3,0,1,83,1,2,0,0,0,0,80,0.667,0,0.0,0.0,0,0,0,0
7,3,0,3,81,1,1,0,0,0,0,79,0.667,0,0.0,0.0,0,0,0,0
7,1,0,3,234,1,2,0,0,0,0,31,0.667,0,0.0,0.0,0,0,0,0
9,3,0,3,123,1,1,0,0,0,0,81,0.0,0,0.0,0.0,0,0,0,0
10,3,0,3,89,1,2,0,1,0,0,82,0.667,0,0.0,0.0,0,0,0,0
8,2,0,2,115,1,2,0,0,0,0,56,0.667,0,0.0,0.0,0,0,0,0
8,2,0,2,82,1,1,0,0,0,0,56,0.0,0,0.0,0.0,0,0,0,0
7,4,0,4,213,1,1,0,0,0,0,103,0.0,0,0.0,0.0,0,0,0,0
10,3,0,4,73,1,1,0,1,0,0,82,0.0,0,0.0,0.0,0,0,0,0
8,0,0,2,170,1,2,0,0,0,0,8,0.0,0,0.0,0.0,0,0,0,0
9,4,0,3,96,1,1,0,1,0,0,105,0.667,0,0.0,0.0,0,0,0,0
6,2,0,2,188,1,1,0,0,1,0,54,1.333,0,0.0,0.0,0,0,0,0
10,2,0,2,135,1,1,0,1,0,0,58,0.667,0,0.0,0.0,0,0,0,0
11,0,0,4,127,1,1,0,0,0,0,11,0.667,0,0.0,0.0,1,0,0,0
7,3,0,4,208,1,2,0,0,0,0,79,1.333,0,0.0,0.0,0,0,0,0
15,5,1,4,180,1,3,0,0,0,0,135,0.667,0,0.0,0.0,0,0,0,0
9,4,0,1,204,1,2,0,0,0,0,105,0.0,0,0.0,0.0,0,0,0,0
8,3,0,3,35,0,1,1,0,1,3,80,3.0,0,0.323,0.009,1,1,0,1
8,3,0,2,197,1,1,0,0,0,0,80,0.667,0,0.0,0.0,0,0,0,0
11,0,0,3,180,1,1,0,0,0,0,11,0.667,0,0.0,0.0,0,0,0,0
12,1,0,2,178,1,1,0,1,0,0,36,1.333,0,0.0,0.0,0,0,0,0
10,3,0,2,76,1,1,0,0,0,0,82,0.0,0,0.0,0.0,0,0,0,0
10,2,0,5,155,1,2,0,1,0,0,58,1.333,0,0.0,0.0,0,0,0,0
9,3,0,3,253,1,1,0,0,0,0,81,1.333,0,0.0,0.0,1,0,0,0
10,1,0,2,266,1,2,0,0,0,0,34,0.667,0,0.0,0.0,0,0,0,0
1,3,0,13,2,0,1,1,0,1,3,73,4.0,0,0.231,0.115,0,0,0,1
8,2,0,2,207,1,1,0,0,0,0,56,0.0,0,0.0,0.0,0,0,0,0
6,4,0,4,108,1,1,0,0,1,0,102,1.333,0,0.0,0.0,0,0,0,0
7,4,0,3,315,1,1,0,0,0,0,103,1.333,0,0.0,0.0,0,0,0,0
7,2,0,2,124,1,2,0,1,1,0,55,0.667,0,0.0,0.0,0,0,0,0
12,0,0,3,175,1,3,0,0,0,0,12,1.333,0,0.0,0.0,0,0,0,0
8,4,0,1,236,1,2,1,0,0,0,104,0.0,0,0.0,0.0,0,0,0,0
10,2,0,3,131,1,2,0,0,0,0,58,0.667,0,0.0,0.0,0,0,0,0
6,1,0,2,95,1,1,0,0,0,0,30,1.333,0,0.0,0.0,0,0,0,0
10,3,0,2,135,1,1,0,0,0,0,82,0.0,0,0.0,0.0,0,0,0,0
12,0,0,4,144,1,1,0,0,0,0,12,0.667,0,0.0,0.0,1,0,0,0
9,4,0,4,201,1,1,0,0,0,0,105,1.333,0,0.0,0.0,0,0,0,0
6,4,0,3,155,1,1,0,0,0,0,102,0.667,0,0.0,0.0,1,0,0,0
17,2,0,4,31,1,3,0,0,0,0,65,0.0,0,0.0,0.0,0,0,0,0
17,1,0,3,38,1,3,1,0,0,0,41,0.0,0,0.0,0.0,0,0,0,0
11,3,0,1,53,1,2,1,0,0,0,83,1.333,0,0.0,0.0,0,0,0,0
12,1,0,5,15,1,1,0,0,0,0,36,1.333,0,0.0,0.0,0,0,0,0
9,1,0,3,181,1,2,0,0,0,0,33,0.667,0,0.0,0.0,0,0,0,0
7,1,0,1,125,1,2,0,0,0,0,31,0.667,0,0.0,0.0,0,0,0,0
9,0,0,4,142,1,1,0,0,0,0,9,0.667,0,0.0,0.0,0,0,0,0
10,3,0,5,226,1,1,0,1,0,0,82,0.667,0,0.0,0.0,0,0,0,0
1,6,1,17,3,0,1,1,0,1,5,145,6.667,0,0.42,0.14,0,0,0,1
6,2,0,3,39,1,1,0,0,1,0,54,1.333,0,0.0,0.0,0,0,0,0
10,3,0,2,76,1,1,0,0,0,0,82,0.667,0,0.0,0.0,0,0,0,0
7,1,0,1,363,1,1,0,0,0,0,31,0.667,0,0.0,0.0,0,0,0,0
10,0,0,4,102,1,1,0,0,0,1,10,1.333,0,0.0,0.0,0,0,0,0
15,6,1,2,229,1,3,0,1,0,0,159,1.333,0,0.0,0.0,0,0,0,0
7,0,0,1,82,1,1,0,0,0,0,7,0.667,0,0.0,0.0,0,0,0,0
11,3,0,26,4,0,1,1,0,1,5,83,3.0,0,0.332,0.083,1,0,0,1
7,2,0,2,166,1,1,0,0,0,0,55,0.0,0,0.0,0.0,1,0,0,0
10,3,0,3,197,1,2,0,0,0,1,82,0.667,0,0.0,0.0,0,0,0,0
9,2,0,2,121,1,2,0,1,0,0,57,0.0,0,0.0,0.0,0,0,0,0
8,2,0,1,91,1,1,0,0,0,0,56,0.0,0,0.0,0.0,0,0,0,0
8,1,0,2,105,1,2,0,0,0,0,32,0.0,0,0.0,0.0,0,0,0,0
6,2,0,3,55,1,2,0,0,0,0,54,1.333,0,0.0,0.0,0,0,0,0
12,0,0,3,174,1,1,0,0,0,0,12,0.667,0,0.0,0.0,0,0,0,0
9,4,0,3,140,1,1,0,0,0,0,105,0.0,0,0.0,0.0,0,0,0,0
6,0,0,1,261,1,2,0,0,0,0,6,2.0,0,0.0,0.0,0,0,0,0
6,4,0,4,139,1,1,0,1,0,0,102,0.667,0,0.0,0.0,0,0,0,0
8,4,0,2,156,1,1,0,0,0,0,104,0.0,0,0.0,0.0,0,0,0,0
8,3,0,5,213,1,2,0,1,0,0,80,0.0,0,0.0,0.0,0,0,0,0
8,4,0,3,217,1,1,0,1,0,0,104,0.667,0,0.0,0.0,0,0,0,0
16,4,0,1,153,1,3,0,1,0,0,112,0.667,0,0.0,0.0,0,0,0,0
13,0,0,3,147,1,1,0,0,0,0,13,1.333,0,0.0,0.0,1,0,0,0
10,3,0,3,58,1,1,0,1,0,0,82,0.0,0,0.0,0.0,0,0,0,0
6,1,0,1,167,1,1,0,0,0,0,30,0.667,0,0.0,0.0,1,0,0,0
9,1,0,1,160,1,2,0,0,0,1,33,0.0,0,0.0,0.0,0,0,0,0
8,3,0,1,114,1,1,0,0,0,0,80,0.667,0,0.0,0.0,0,1,0,0
7,1,0,4,76,1,1,0,1,0,0,31,0.667,0,0.0,0.0,0,0,0,0
23,4,0,9,6,0,1,1,0,1,3,119,10.0,0,2.398,0.4,1,1,0,1
9,2,0,2,139,1,1,0,0,0,0,57,0.667,0,0.0,0.0,0,0,0,0
7,2,0,3,62,1,2,0,0,0,0,55,1.333,0,0.0,0.0,0,0,0,0
8,3,0,3,224,1,2,0,0,0,0,80,0.667,0,0.0,0.0,0,0,0,0
10,0,0,6,250,1,1,0,0,0,0,10,0.667,0,0.0,0.0,0,0,0,0
9,4,0,3,191,1,1,0,1,0,0,105,1.333,0,0.0,0.0,0,0,0,0
14,0,0,1,159,1,1,0,0,0,0,14,2.0,0,0.0,0.0,0,0,0,0
6,3,0,4,196,1,2,0,0,0,0,78,1.333,0,0.0,0.0,0,0,0,0
